Time,dcVoltage(V),totalActivePower(W),L1_acCurrent(A),L1_acFrequency(Hz),L1_acVoltage(V),L1_activePower(W),L1_reactivePower(W),L2_acCurrent(A),L2_acFrequency(Hz),L2_acVoltage(V),L2_activePower(W),L2_reactivePower(W),L3_acCurrent(A),L3_acFrequency(Hz),L3_acVoltage(V),L3_activePower(W),L3_reactivePower(W)
2023-07-09 07:00:00,750.522,10526.1,15.8457,50.0119,222.85,3521.05,-369.38,15.79,50.0125,222.937,3502.88,-363.917,15.8102,50.0129,222.361,3502.21,-392.522
2023-07-09 07:05:00,750.319,11285.1,17.0599,50.0352,222.034,3785.2,-351.048,16.9621,50.0355,221.999,3756.47,-339.962,16.9405,50.0344,221.346,3743.38,-369.723
2023-07-09 07:10:00,750.393,12548.5,18.9435,49.9661,221.629,4202.7,-346.225,18.9072,49.9693,221.801,4187.23,-347.272,18.8015,49.9685,221.217,4158.53,-370.645
2023-07-09 07:15:00,750.37,13594.8,20.5639,49.9658,221.089,4550.09,-342.029,20.4184,49.9638,221.312,4511.88,-324.931,20.5388,49.9645,220.7,4532.8,-374.929
2023-07-09 07:20:00,750.341,16181.8,23.9538,50.0351,225.399,5405.49,-321.759,23.9779,50.0348,225.533,5406.29,-319.88,23.8752,50.034,225.005,5370.02,-371.907
2023-07-09 07:25:00,750.36,16809.1,24.9209,49.9663,225.721,5627.31,-322.481,24.8558,49.966,225.525,5598.47,-318.922,24.8192,49.9659,225.026,5583.34,-373.525
2023-07-09 07:30:00,750.182,18334.1,26.782,49.9912,228.999,6138.43,-328.94,26.6501,49.9911,229.241,6101.0,-317.58,26.6404,49.9913,228.344,6094.67,-382.427
2023-07-09 07:35:00,750.628,18513.5,27.5718,49.9722,224.684,6196.77,-323.108,27.4151,49.9733,225.012,6160.89,-324.742,27.429,49.9712,223.899,6155.82,-381.427
2023-07-09 07:40:00,750.112,20463.5,30.3731,50.0365,224.981,6840.82,-320.348,30.2978,50.0368,225.193,6817.8,-322.835,30.3063,50.0374,224.534,6804.85,-396.532
2023-07-09 07:45:00,750.484,21891.0,32.4941,50.0364,225.096,7332.58,-327.054,32.3434,50.0361,225.243,7284.28,-315.847,32.345,50.0364,224.596,7274.1,-403.047
2023-07-09 07:50:00,750.259,23116.8,34.2389,50.0308,225.727,7743.61,-317.086,34.0526,50.0302,225.903,7689.18,-317.367,34.0822,50.0317,225.38,7683.99,-401.909
2023-07-09 07:55:00,750.45,21212.9,31.5164,50.0188,224.966,7102.64,-320.145,31.4405,50.0195,225.081,7065.09,-316.148,31.3836,50.0197,224.689,7045.14,-395.434
2023-07-09 08:00:00,750.31,27966.1,41.3535,50.0355,225.262,9355.09,-323.533,41.2563,50.035,225.528,9316.51,-334.645,41.1907,50.0353,225.402,9294.49,-403.424
2023-07-09 08:05:00,750.142,29645.9,43.8802,50.0059,225.552,9920.48,-337.464,43.7613,50.0052,225.683,9873.6,-342.358,43.6712,50.0066,225.331,9851.83,-451.339
2023-07-09 08:10:00,750.364,28632.6,42.4363,49.9668,225.281,9581.42,-362.831,42.3079,49.9672,225.295,9536.64,-362.433,42.2755,49.9673,224.816,9514.54,-473.525
2023-07-09 08:15:00,750.28,33677.3,49.7346,50.0126,225.534,11256.6,-372.252,49.6115,50.0129,225.699,11217.2,-378.814,49.5911,50.0133,225.225,11203.6,-481.835
2023-07-09 08:20:00,750.15,33419.4,49.3461,50.0105,225.931,11179.9,-353.266,49.2403,50.0102,226.298,11138.4,-360.097,49.1265,50.0103,225.834,11101.1,-472.5
2023-07-09 08:25:00,750.297,33011.8,48.7061,50.0379,225.664,11018.0,-363.204,48.6949,50.0378,226.053,11009.5,-375.482,48.6298,50.0384,225.49,10984.2,-474.582
2023-07-09 08:30:00,749.951,35810.6,52.9024,50.0153,225.345,11981.0,-362.255,52.6951,50.014,225.788,11921.1,-376.72,52.6851,50.0159,225.606,11908.5,-449.493
2023-07-09 08:35:00,750.204,39732.1,58.642,49.9745,225.895,13275.6,-410.874,58.5075,49.9739,226.612,13226.3,-421.435,58.5819,49.974,225.853,13230.2,-542.297
2023-07-09 08:40:00,750.301,39871.9,58.6453,50.0081,226.557,13326.1,-396.125,58.5398,50.0073,226.704,13285.9,-420.069,58.4354,50.0084,226.442,13259.9,-521.775
2023-07-09 08:45:00,750.194,39988.2,58.9113,50.0396,226.402,13368.6,-401.721,58.7789,50.0409,226.824,13309.9,-403.115,58.7868,50.0407,226.288,13309.7,-533.01
2023-07-09 08:50:00,750.303,42713.0,62.7514,49.9782,226.457,14251.4,-408.493,62.666,49.978,226.857,14219.8,-402.838,62.7886,49.9777,226.422,14241.8,-540.008
2023-07-09 08:55:00,750.414,45203.7,66.5723,50.0292,226.943,15127.5,-400.842,66.3504,50.0294,227.272,15034.6,-426.602,66.3209,50.0298,226.934,15041.6,-537.303
2023-07-09 09:00:00,750.222,54175.0,79.1263,49.9794,227.62,18075.4,-435.675,79.0375,49.9786,228.188,18038.1,-459.543,79.126,49.9791,227.83,18061.5,-619.254
2023-07-09 09:05:00,750.268,40832.2,60.1421,49.9758,226.288,13645.2,-395.036,60.0113,49.9755,226.522,13581.5,-400.972,60.0943,49.9758,226.206,13605.5,-530.597
2023-07-09 09:10:00,750.434,39210.4,57.7784,49.9741,225.941,13111.9,-377.576,57.7384,49.9739,226.628,13064.1,-396.059,57.6294,49.9742,225.862,13034.4,-504.478
2023-07-09 09:15:00,749.728,16294.0,24.3001,49.9671,224.366,5448.25,-375.84,24.2779,49.9688,224.05,5433.66,-371.401,24.1913,49.9679,223.567,5412.05,-419.029
2023-07-09 09:20:00,750.145,19712.6,29.351,50.0018,224.043,6588.97,-359.495,29.2997,50.0029,224.522,6567.72,-361.219,29.3011,50.0014,223.713,6555.93,-439.651
2023-07-09 09:25:00,750.209,22007.0,32.8153,50.0224,224.005,7370.3,-341.537,32.7128,50.0219,224.434,7330.93,-335.714,32.6288,50.0227,223.948,7305.76,-405.737
2023-07-09 09:30:00,750.271,18671.0,27.8786,49.9886,224.188,6255.09,-353.437,27.6485,49.9893,224.673,6200.21,-346.409,27.7486,49.9889,224.093,6215.71,-404.291
2023-07-09 09:35:00,750.397,14536.2,21.7923,49.9935,224.606,4889.7,-384.775,21.62,49.9941,224.734,4837.27,-371.846,21.5137,49.9937,224.154,4809.19,-416.897
2023-07-09 09:40:00,750.162,17037.7,25.3964,50.0097,224.435,5698.05,-370.088,25.3075,50.0099,224.48,5671.57,-380.255,25.3189,50.0095,224.048,5668.06,-442.247
2023-07-09 09:45:00,750.28,18392.7,27.3923,49.9739,224.511,6147.41,-362.167,27.3003,49.9738,224.359,6120.11,-351.674,27.356,49.9735,223.791,6125.19,-437.514
2023-07-09 09:50:00,750.055,64249.4,93.3293,49.9945,228.993,21425.5,-466.172,93.3157,49.9933,229.763,21420.7,-482.545,93.371,49.994,229.316,21403.2,-655.472
2023-07-09 09:55:00,750.119,60043.6,87.1761,50.0331,228.326,20014.8,-498.27,87.287,50.0322,229.371,20027.5,-517.562,87.2161,50.0337,228.97,20001.3,-730.077
2023-07-09 10:00:00,749.979,24038.6,35.7457,50.0231,224.272,8043.71,-339.654,35.7134,50.0239,224.367,8015.77,-346.387,35.5885,50.0236,223.963,7979.14,-408.807
2023-07-09 10:05:00,750.018,31022.2,45.9261,50.0359,224.955,10370.8,-369.559,45.8946,50.036,225.541,10338.0,-377.608,45.8163,50.0365,224.983,10313.4,-476.401
2023-07-09 10:10:00,749.762,32287.2,47.7846,49.9903,225.505,10798.0,-377.763,47.6812,49.9891,225.911,10751.9,-379.461,47.6775,49.9898,225.25,10737.2,-461.935
2023-07-09 10:15:00,750.267,62433.6,90.6244,50.0092,229.05,20828.0,-508.019,90.6161,50.0083,229.949,20827.6,-538.048,90.5303,50.0083,229.54,20778.0,-680.561
2023-07-09 10:20:00,750.013,65891.1,95.6134,50.0138,229.133,22007.2,-477.231,95.4874,50.0131,229.893,21963.2,-526.705,95.3365,50.0141,229.989,21920.6,-671.4
2023-07-09 10:25:00,860.133,66603.9,96.7047,50.0284,229.393,22258.0,-480.994,96.3985,50.0273,230.351,22191.1,-514.793,96.3679,50.0282,229.827,22154.7,-613.652
2023-07-09 10:30:00,750.245,24265.3,36.0539,49.9985,224.395,8105.64,-358.946,35.9742,49.9978,224.579,8077.13,-347.962,36.0362,49.9974,224.05,8082.51,-425.015
2023-07-09 10:35:00,749.857,37318.5,54.9042,50.0088,226.62,12473.0,-418.933,54.8644,50.0101,227.178,12447.7,-429.979,54.6842,50.0096,226.309,12397.8,-519.832
2023-07-09 10:40:00,847.77,66574.4,96.3218,50.0319,230.081,22243.4,-491.575,96.1001,50.0315,230.917,22177.9,-513.02,96.0893,50.0317,230.479,22153.2,-681.665
2023-07-09 10:45:00,858.438,66512.3,96.3579,50.0146,229.693,22202.1,-474.847,96.3106,50.0155,230.623,22193.8,-507.004,96.1656,50.0148,230.117,22116.4,-661.694
2023-07-09 10:50:00,840.812,66641.8,96.6611,50.0306,229.762,22284.2,-485.667,96.1907,50.031,230.565,22172.1,-543.132,96.2798,50.0308,229.877,22185.6,-628.193
2023-07-09 10:55:00,750.141,29002.4,42.8387,49.971,225.601,9677.3,-369.157,42.8963,49.9709,225.939,9688.72,-370.885,42.7571,49.9711,224.969,9636.36,-437.957
2023-07-09 11:00:00,750.184,40742.4,59.9378,50.009,226.935,13642.3,-408.411,59.6578,50.0091,227.244,13558.5,-419.471,59.591,50.008,227.275,13541.7,-502.213
2023-07-09 11:05:00,749.56,43937.7,64.5372,49.9639,226.732,14673.3,-430.104,64.514,49.9642,227.049,14659.5,-424.669,64.3334,49.9647,226.723,14605.0,-544.899
2023-07-09 11:10:00,880.553,66638.6,96.5636,49.9703,229.589,22253.9,-471.932,96.4705,49.9697,230.418,22233.0,-494.385,96.2856,49.971,230.081,22151.7,-638.058
2023-07-09 11:15:00,866.566,66428.0,96.3291,50.0228,229.656,22157.4,-479.912,96.2664,50.0222,230.076,22139.1,-497.494,96.2624,50.0233,229.611,22131.4,-677.102
2023-07-09 11:20:00,748.577,53608.3,78.0565,50.0289,227.871,17826.8,-451.769,78.3557,50.029,228.278,17918.5,-447.998,78.2767,50.0288,227.776,17862.9,-635.672
2023-07-09 11:25:00,870.229,66638.3,96.4544,50.0254,229.528,22233.0,-491.957,96.3627,50.0263,230.599,22203.6,-565.96,96.2952,50.0265,230.106,22201.7,-698.08
2023-07-09 11:30:00,751.343,32852.7,48.4602,50.0298,225.829,10967.6,-385.03,48.4398,50.0302,226.147,10950.1,-393.355,48.4207,50.031,225.594,10935.0,-487.938
2023-07-09 11:35:00,858.507,66559.1,96.6041,50.0056,229.249,22234.4,-515.644,96.321,50.006,229.95,22152.2,-557.849,96.3919,50.0055,230.051,22172.5,-708.651
2023-07-09 11:40:00,750.053,18104.7,26.8645,49.9683,224.283,6020.92,-383.379,27.0144,49.9696,224.407,6049.34,-379.187,26.979,49.9693,223.862,6034.41,-454.915
2023-07-09 11:45:00,876.373,66531.0,96.4269,49.9677,229.593,22220.6,-501.157,96.2135,49.9703,230.451,22148.9,-520.32,96.2934,49.9662,230.395,22161.5,-675.689
2023-07-09 11:50:00,866.8,66552.1,96.3076,50.0018,229.853,22166.6,-498.69,96.3351,50.0023,230.78,22211.7,-542.696,96.2533,50.0013,230.479,22173.7,-696.846
2023-07-09 11:55:00,860.503,66583.9,96.5985,49.9893,229.881,22293.8,-484.415,96.1584,49.9887,230.747,22152.0,-524.046,96.1717,49.9896,230.298,22138.1,-657.045
2023-07-09 12:00:00,874.48,66519.1,96.3178,50.0215,229.718,22187.6,-475.873,96.2219,50.0222,230.717,22174.5,-523.014,96.1731,50.0219,230.389,22157.0,-674.928
2023-07-09 12:05:00,859.009,66631.5,96.5464,50.0262,229.846,22263.9,-514.055,96.1447,50.0284,230.713,22167.7,-561.255,96.2815,50.0277,230.286,22200.0,-675.138
2023-07-09 12:10:00,854.139,66518.7,96.3732,49.9989,229.885,22208.5,-474.36,96.226,49.9998,230.792,22168.5,-520.472,96.1477,49.9991,230.097,22141.7,-670.544
2023-07-09 12:15:00,858.338,66626.4,96.2971,50.0318,229.952,22230.8,-484.987,96.2404,50.0316,230.89,22204.4,-520.483,96.2095,50.0333,230.47,22191.2,-704.141
2023-07-09 12:20:00,867.938,66627.7,96.4081,50.0298,229.945,22243.3,-482.228,96.2734,50.0302,230.735,22183.9,-520.951,96.312,50.0291,230.417,22200.5,-669.883
2023-07-09 12:25:00,870.127,66631.8,96.3686,49.9789,229.731,22261.8,-481.988,96.258,49.9783,230.577,22203.4,-520.873,96.1516,49.9791,230.062,22166.6,-677.079
2023-07-09 12:30:00,871.945,66605.5,96.3882,49.976,229.929,22231.5,-485.869,96.3078,49.9769,230.811,22200.7,-520.229,96.2261,49.9763,230.387,22173.3,-680.982
2023-07-09 12:35:00,869.171,66607.4,96.3478,49.9835,230.127,22236.0,-489.798,96.2853,49.9821,230.524,22199.9,-494.335,96.2418,49.9829,230.398,22171.5,-689.295
2023-07-09 12:40:00,875.197,66622.6,96.4964,49.9863,229.687,22241.0,-478.434,96.4158,49.9843,230.386,22181.5,-512.465,96.4292,49.9849,230.024,22200.1,-684.368
2023-07-09 12:45:00,866.159,66594.9,96.3018,50.0124,229.994,22212.6,-492.987,96.2879,50.0128,230.466,22210.4,-514.432,96.1804,50.0122,230.343,22171.9,-682.856
2023-07-09 12:50:00,865.237,66523.5,96.2581,49.9967,230.147,22217.7,-498.472,96.1305,49.9957,230.948,22148.6,-509.721,96.1596,49.9951,230.394,22157.1,-695.858
2023-07-09 12:55:00,866.456,66656.6,96.3726,50.0312,230.157,22255.8,-495.554,96.2951,50.032,230.879,22211.1,-535.1,96.2654,50.0313,230.318,22189.8,-705.37
2023-07-09 13:00:00,863.231,66601.7,96.3313,49.9749,230.304,22243.0,-482.057,96.2542,49.9744,230.706,22193.1,-503.804,96.1721,49.9744,230.211,22165.6,-676.895
2023-07-09 13:05:00,863.136,66654.2,96.621,49.9662,229.58,22276.5,-486.757,96.4174,49.9673,230.471,22199.2,-518.477,96.3946,49.9668,229.925,22178.5,-675.325
2023-07-09 13:10:00,863.538,66531.3,96.4389,49.9884,229.464,22215.2,-485.282,96.277,49.989,230.692,22148.6,-521.72,96.3273,49.9892,230.251,22167.6,-694.193
2023-07-09 13:15:00,863.178,66476.8,96.3892,50.0146,229.683,22201.5,-484.852,96.2601,50.014,230.7,22150.0,-525.167,96.2499,50.0148,230.079,22125.3,-699.658
2023-07-09 13:20:00,858.871,66602.4,96.3759,50.0237,229.983,22251.9,-492.235,96.2496,50.0236,230.894,22187.9,-525.164,96.1521,50.024,230.445,22162.6,-696.91
2023-07-09 13:25:00,850.743,66559.6,96.3407,50.0271,230.001,22217.1,-491.492,96.3302,50.0275,230.46,22200.6,-529.036,96.2144,50.0279,229.904,22141.9,-723.552
2023-07-09 13:30:00,749.957,16352.8,24.4781,50.0232,223.214,5471.96,-379.48,24.444,50.0218,223.354,5446.36,-378.802,24.4032,50.0245,223.208,5434.52,-435.809
2023-07-09 13:35:00,863.215,66622.8,96.512,50.0082,229.176,22242.4,-492.921,96.3918,50.0088,230.072,22201.3,-522.023,96.3255,50.0077,229.896,22179.1,-689.047
2023-07-09 13:40:00,861.531,66554.1,96.4857,49.9594,229.729,22236.7,-480.185,96.3772,49.9611,230.283,22174.5,-508.484,96.3123,49.9606,229.783,22142.8,-707.533
2023-07-09 13:45:00,859.047,66675.6,96.5298,49.9994,229.472,22253.3,-490.859,96.4419,50.0006,230.367,22214.4,-533.803,96.4123,49.9995,230.272,22207.9,-702.699
2023-07-09 13:50:00,750.185,19579.1,29.1667,50.0272,223.974,6539.67,-370.846,29.1871,50.0283,223.691,6530.7,-360.601,29.1191,50.0257,223.431,6508.73,-418.915
2023-07-09 13:55:00,853.635,64702.0,93.8897,50.0025,229.397,21609.8,-489.483,93.7686,50.0032,230.138,21537.8,-536.08,93.8251,50.0016,229.784,21554.4,-713.126
2023-07-09 14:00:00,750.458,63535.3,92.1183,49.969,229.393,21161.3,-492.887,92.188,49.9698,229.935,21198.5,-536.813,92.1583,49.9691,229.52,21175.5,-671.468
2023-07-09 14:05:00,858.648,66556.0,96.7335,49.9922,229.698,22261.1,-485.949,96.2943,49.9913,230.368,22140.0,-524.936,96.427,49.9912,229.837,22154.9,-654.838
2023-07-09 14:10:00,881.538,66618.0,96.7239,50.0107,229.154,22239.2,-496.87,96.5522,50.0104,229.687,22205.1,-538.267,96.506,50.011,229.689,22173.7,-702.786
2023-07-09 14:15:00,857.007,66130.4,95.911,50.0226,228.994,22038.3,-495.447,95.9561,50.0236,229.748,22060.0,-512.39,95.8442,50.023,229.391,22032.1,-677.598
2023-07-09 14:20:00,874.077,66636.2,96.5867,50.0324,229.64,22237.5,-483.694,96.4734,50.0337,230.373,22198.3,-516.384,96.476,50.0319,230.083,22200.4,-671.009
2023-07-09 14:25:00,865.416,66650.0,96.7304,50.0279,229.536,22273.6,-496.707,96.4404,50.0271,230.244,22182.9,-549.444,96.4771,50.0272,229.893,22193.6,-694.513
2023-07-09 14:30:00,749.74,63166.8,91.7948,50.0251,228.994,21076.3,-486.375,91.712,50.0264,229.719,21049.2,-510.817,91.7229,50.0261,229.329,21041.2,-663.339
2023-07-09 14:35:00,750.794,49489.9,72.6213,49.9713,227.74,16535.1,-442.07,72.3596,49.9717,228.078,16457.5,-454.949,72.4632,49.972,227.497,16497.3,-562.258
2023-07-09 14:40:00,857.103,65963.5,95.5821,49.9678,229.591,22001.4,-513.791,95.5647,49.9672,230.413,21969.5,-527.352,95.595,49.967,230.063,21992.6,-688.771
2023-07-09 14:45:00,750.089,63351.1,91.9329,49.99,229.01,21131.4,-481.484,91.9019,49.99,229.966,21122.9,-543.127,91.7939,49.9893,229.28,21096.8,-687.153
2023-07-09 14:50:00,749.97,63914.1,92.7208,50.0134,229.271,21306.7,-502.826,92.7021,50.0134,230.072,21309.6,-540.778,92.6995,50.0127,229.63,21297.9,-690.334
2023-07-09 14:55:00,750.255,61830.7,89.8862,50.0358,229.008,20651.4,-466.247,89.709,50.0336,229.752,20600.0,-498.532,89.6168,50.0351,229.394,20579.3,-625.911
2023-07-09 15:00:00,750.012,64261.3,93.3535,50.0324,229.349,21465.2,-477.708,93.2031,50.0324,229.951,21378.3,-504.702,93.2717,50.0326,229.615,21417.8,-658.201
2023-07-09 15:05:00,750.086,62362.9,90.7492,50.0014,228.583,20838.1,-486.026,90.5278,50.0011,229.201,20767.4,-499.134,90.6054,50.0006,228.811,20757.4,-674.557
2023-07-09 15:10:00,750.08,26583.0,39.4859,50.0022,224.944,8891.1,-361.573,39.3399,50.0023,225.01,8842.04,-349.546,39.4123,50.0023,224.547,8849.9,-417.466
2023-07-09 15:15:00,750.389,27850.7,41.3137,49.9903,224.47,9288.83,-358.421,41.3641,49.9913,224.722,9296.45,-367.931,41.2285,49.99,224.682,9265.41,-464.56
2023-07-09 15:20:00,749.946,61920.6,90.1991,49.9711,228.404,20698.6,-476.546,89.964,49.9698,229.068,20619.7,-512.723,89.9603,49.9705,228.715,20602.3,-641.962
2023-07-09 15:25:00,750.778,46623.4,68.5675,49.9738,226.876,15572.4,-420.355,68.3167,49.9732,227.244,15485.8,-436.459,68.5787,49.9751,226.718,15565.2,-524.805
2023-07-09 15:30:00,750.131,53286.6,78.0158,49.9841,227.752,17817.4,-451.502,77.877,49.9859,228.232,17760.2,-469.357,77.767,49.9846,227.841,17708.9,-583.201
2023-07-09 15:35:00,750.23,51774.8,75.8318,50.0003,227.611,17289.3,-464.411,75.7711,50.0006,228.079,17253.1,-483.531,75.6762,50.0009,227.716,17232.4,-607.591
2023-07-09 15:40:00,750.032,49906.6,73.15,49.9801,227.131,16661.0,-443.04,73.0286,49.9798,227.431,16600.2,-453.252,73.1159,49.9797,227.668,16645.4,-594.189
2023-07-09 15:45:00,749.937,48244.6,70.7032,50.0004,227.129,16079.4,-439.482,70.6843,49.9999,227.539,16081.9,-437.528,70.7461,50.0004,227.049,16083.3,-572.617
2023-07-09 15:50:00,750.004,47201.2,69.3264,50.0024,227.173,15776.6,-436.031,69.1663,50.0019,227.515,15718.9,-460.332,69.0729,50.003,227.181,15705.8,-586.43
2023-07-09 15:55:00,750.306,45581.2,66.845,49.9947,226.878,15204.9,-422.876,66.8609,49.9946,227.302,15204.8,-432.818,66.8013,49.9942,226.884,15171.5,-522.573
2023-07-09 16:00:00,750.202,44520.8,65.4942,49.9911,226.665,14871.2,-403.329,65.3976,49.9918,226.952,14824.9,-402.263,65.378,49.9914,226.539,14824.8,-516.251
2023-07-09 16:05:00,750.071,43004.1,63.3073,49.9714,226.237,14370.3,-412.299,63.2396,49.9721,226.836,14321.0,-415.294,63.19,49.9699,226.123,14312.8,-520.306
2023-07-09 16:10:00,750.193,41644.5,61.4045,49.9697,226.032,13928.5,-391.679,61.3153,49.9696,226.306,13873.6,-384.954,61.2303,49.97,225.703,13842.4,-491.014
2023-07-09 16:15:00,750.033,39604.6,58.4852,50.0327,225.774,13241.8,-394.063,58.3634,50.032,226.153,13189.1,-394.101,58.3467,50.0337,225.587,13173.7,-496.782
2023-07-09 16:20:00,750.159,37633.3,55.6841,49.9648,225.558,12573.7,-398.49,55.5921,49.964,225.867,12531.6,-401.742,55.5816,49.965,225.103,12528.0,-503.584
2023-07-09 16:25:00,750.041,35648.2,52.7343,50.0296,225.231,11901.8,-387.405,52.6785,50.0295,225.463,11855.0,-378.242,52.7722,50.0297,225.037,11891.4,-474.405
2023-07-09 16:30:00,750.135,33461.1,49.5945,50.0301,225.119,11189.3,-385.526,49.4799,50.032,225.203,11128.4,-384.143,49.5403,50.0295,224.751,11143.5,-469.138
2023-07-09 16:35:00,750.195,32381.0,48.047,49.9873,224.42,10813.7,-376.969,48.0154,49.9877,224.672,10790.0,-369.106,47.9286,49.9883,224.594,10777.3,-454.43
2023-07-09 16:40:00,750.189,32628.4,48.4421,50.0328,224.913,10920.2,-385.742,48.2766,50.0341,225.011,10855.2,-378.047,48.3011,50.0331,224.494,10853.0,-458.424
2023-07-09 16:45:00,750.302,28631.3,42.6301,49.9945,223.865,9567.15,-385.062,42.6361,49.9946,224.506,9553.51,-377.385,42.4807,49.9941,223.598,9510.63,-440.088
2023-07-09 16:50:00,750.239,28093.2,41.7695,50.033,224.468,9396.39,-357.232,41.6573,50.0325,224.539,9347.62,-350.544,41.6865,50.0322,223.991,9349.21,-427.759
2023-07-09 16:55:00,750.196,7166.55,11.047,50.0322,221.509,2426.09,-352.862,10.8439,50.0321,221.49,2373.3,-352.562,10.8347,50.0327,220.82,2367.16,-365.663
2023-07-09 17:00:00,750.379,23553.9,35.1765,49.9829,223.759,7885.2,-366.762,35.1227,49.9826,223.52,7847.96,-369.7,35.024,49.9837,223.018,7820.7,-427.391
2023-07-09 17:05:00,750.333,4687.17,7.29893,50.0318,221.513,1588.39,-325.079,7.15481,50.0324,221.482,1551.22,-326.45,7.16854,50.0324,220.749,1547.56,-349.321
2023-07-09 17:10:00,750.16,20082.3,30.1413,50.0118,223.178,6723.69,-370.327,30.0304,50.0104,223.266,6685.55,-348.815,30.0156,50.0123,222.652,6673.06,-398.845
2023-07-09 17:15:00,750.205,20134.9,30.1526,50.0375,222.666,6729.28,-384.065,30.1649,50.0388,223.184,6721.93,-382.345,30.0497,50.0373,222.584,6683.67,-436.912
2023-07-09 17:20:00,750.293,18333.9,27.0629,49.9589,226.355,6130.49,-389.319,26.9816,49.9592,226.531,6103.21,-383.252,27.0027,49.9599,225.966,6100.22,-424.308
2023-07-09 17:25:00,750.148,17383.3,25.7635,50.0097,226.522,5830.61,-384.108,25.5934,50.0102,226.521,5781.97,-364.248,25.5877,50.0081,225.952,5770.71,-426.044
2023-07-09 17:30:00,750.357,15954.8,23.6883,50.0196,226.23,5354.32,-389.671,23.5482,50.0197,226.236,5306.79,-371.128,23.4782,50.0194,225.852,5293.67,-400.686
2023-07-09 17:35:00,750.253,6801.67,10.2865,49.9888,225.386,2294.06,-360.561,10.1871,49.9893,225.302,2265.36,-361.914,10.1068,49.9885,224.663,2242.26,-375.949
2023-07-09 17:40:00,750.208,13004.1,19.4134,49.9708,225.741,4375.89,-394.666,19.2642,49.9705,225.665,4328.21,-390.369,19.1676,49.9691,225.048,4300.05,-415.436
2023-07-09 17:45:00,750.397,2617.9,4.28303,49.9818,224.821,894.457,-362.425,4.15058,49.9838,224.678,862.438,-355.135,4.19915,49.9832,224.049,861.004,-383.786
2023-07-09 17:50:00,750.405,2319.17,3.96111,50.0222,224.778,805.635,-380.958,3.80653,50.0224,224.577,766.683,-375.531,3.76749,50.0218,224.069,746.856,-393.425
2023-07-09 17:55:00,750.192,2929.71,4.7781,49.9919,224.256,1008.39,-366.204,4.6205,49.9923,224.571,970.677,-358.696,4.59806,49.992,223.804,950.634,-387.113
2023-07-10 06:00:00,749.507,1146.75,2.41948,50.0373,222.024,415.973,-343.482,2.24396,50.0352,221.601,371.464,-333.279,2.28065,50.0357,221.656,359.316,-357.582
2023-07-10 06:05:00,749.403,1597.45,2.93062,49.9621,221.535,563.804,-327.238,2.79105,49.9633,221.47,528.247,-322.575,2.74361,49.9626,221.122,505.401,-339.287
2023-07-10 06:10:00,749.594,3264.18,5.19949,49.9775,221.741,1112.73,-311.066,5.0881,49.9775,221.21,1086.55,-304.156,5.03289,49.9779,220.9,1064.9,-333.263
2023-07-10 06:15:00,749.494,3664.25,5.75097,50.0366,221.643,1246.84,-282.806,5.60914,50.039,221.263,1210.38,-279.992,5.62209,50.0375,221.025,1207.02,-307.088
2023-07-10 06:20:00,749.542,2479.96,4.12719,50.0094,221.129,858.698,-316.142,3.96568,50.0081,220.994,821.008,-308.72,3.91593,50.0091,220.672,800.256,-331.565
2023-07-10 06:25:00,749.492,4570.0,7.02416,50.0196,223.264,1548.43,-285.147,6.9667,50.0219,223.221,1526.32,-306.044,6.83477,50.021,222.957,1495.24,-311.393
2023-07-10 06:30:00,749.546,4085.15,6.32507,50.0313,223.403,1386.81,-290.623,6.23088,50.0309,223.136,1359.08,-298.163,6.16455,50.0312,222.687,1339.26,-315.716
2023-07-10 06:35:00,749.719,5236.18,8.0209,50.024,223.204,1773.57,-287.206,7.87062,50.0234,222.991,1731.64,-301.826,7.88416,50.0232,222.618,1730.97,-310.198
2023-07-10 06:40:00,749.49,7686.78,11.7171,50.0415,222.92,2597.0,-356.166,11.4924,50.0418,222.918,2540.41,-358.167,11.5417,50.0406,222.626,2549.37,-374.367
2023-07-10 06:45:00,749.455,4963.99,7.6473,50.0349,222.714,1685.39,-272.276,7.48558,50.0344,222.476,1642.38,-284.253,7.46906,50.0339,222.106,1636.23,-299.268
2023-07-10 06:50:00,749.41,7565.8,11.5016,50.0208,222.386,2544.29,-347.372,11.3868,50.0214,222.63,2512.63,-346.427,11.3835,50.0209,222.174,2508.88,-358.431
2023-07-10 06:55:00,749.392,6148.91,9.42348,50.016,222.208,2076.08,-322.988,9.29975,50.016,222.259,2041.03,-340.427,9.26834,50.0168,221.741,2031.8,-341.648
2023-07-10 07:00:00,749.339,6545.72,10.0127,50.0327,222.169,2207.07,-332.038,9.95317,50.0322,221.935,2185.21,-337.329,9.84139,50.0329,221.077,2153.44,-351.919
2023-07-10 07:05:00,749.32,12160.3,18.4309,50.0291,221.676,4086.23,-321.089,18.3148,50.0289,221.418,4044.88,-328.614,18.2651,50.0303,220.792,4029.18,-353.784
2023-07-10 07:10:00,749.194,14709.2,21.7715,49.9798,225.742,4930.26,-313.098,21.7294,49.9793,225.767,4906.68,-307.645,21.625,49.9802,225.089,4872.31,-350.13
2023-07-10 07:15:00,749.447,8782.46,13.1929,50.0113,225.158,2950.4,-363.556,13.0729,50.0111,225.272,2921.08,-364.595,13.0407,50.011,224.556,2910.98,-369.951
